철도운영기관명,운영노선,역 종류,역 번호,역명(한글),역명(영어),역명(로마자),역명(일본어),역명(중국어간체),역명(중국어번체),역명(부역명),환승역 여부,환승노선명,유실물 취급여부,안전발판 유무,스크린도어 설치유무,승강장 연결여부,승강장 유형,역 위치(경도),역 위치(위도),역 주소(지번주소),역 주소(도로명 주소),역사 전화번호,신설일자,폐지일자,상행거리,하행거리,데이터 기준일자,참고사항,
코레일,수인선,도시/광역철도,1874,오목천(수원여자대학교),Omokcheon,Omokcheon,オモクチョン,梧木川,梧木川,수원여자대학교,불가능,,없음,없음,있음,있음,상대식,126.875049,37.524557,수원시 권선구 오목천동 472-3,경기도 수원시 권선구 삼천병마로 지하1570,031-250-6754,20190912,,1.6,5.1,20260123,,
코레일,수인선,도시/광역철도,1886,송도,songdo,songdo,ソンド,松岛,松島,,불가능,,없음,없음,있음,있음,상대식,126.678991,37.417769,,인천광역시 연수구 비류대로 175 송도역,031-8077-5593,20120630,,2.7,2.4,20260125,,
코레일,1호선,도시/광역철도,1901,방학역,Banghak,Banghak,パンハク,放鹤,放鶴,,불가능,,없음,없음,있음,있음,상대식,127.04456,37.66796,서울시 도봉구 도봉로 150다길 3,서울시 도봉구 방학동 728,02-3492-0197,19860902,,1.7,1.3,20220610,,
코레일,1호선,도시/광역철도,1902,도봉역,Dobong,Dobong,トボン,道峰,道峰,,불가능,,없음,있음,있음,없음,상대식,127.045498,37.679167,서울특별시 도봉구 도봉2동 639번지,서울특별시 도봉구 도봉로170길 2 ,"02-3493-8874, 3492-8874",19860902,,1.3,1.2,20220610,,
코레일,3호선,도시/광역철도,1948,원흥,Wonheung,Wonheung,ウォンフン,元兴,元興,,불가능,,없음,없음,있음,있음,상대식,126.873239,"37,650,709",경기도 고양시 덕양구 원흥동143-1,"경기도 고양시 덕양구 권율대로 681 (원흥동, 원흥역) 원흥역",031-965-7703,2014.12.27,,2.1,2.9,20250610,,
코레일,분당선,도시/광역철도,223,가천대역,Gachon Univ.,Gachon Univ.,,,嘉泉大,,불가능,,없음,없음,있음,없음,상대식,127.126744,37.448178,,경기 성남시 수정구 성남대로 지하 1332,031-752-7788,1994-09-01,,2.4,1,2023-05-15,,
코레일,3호선,도시/광역철도,309,대화역,Daehwa,Daehwa,テファ,大化,大化,,불가능,,있음,없음,있음,있음,섬식,126.747756,37.675883,,경기 고양시 일산서구 중앙로 1569,031-917-7799,19960130,,1.4,,20250115,3호선 종착역,
코레일,3호선,도시/광역철도,310,주엽역,Juyeop,Juyeop,チュヨプ,注叶,注葉,,불가능,,없음,없음,있음,없음,상대식,126.761232,37.670138,경기도 고양시 일산 서구,"경기도 고양시 일산서구 중앙로 1432 (주엽동, 주엽역) 주엽역",031-911-7772,1996-01-30,,1.6,1.4,20220621,,
코레일,3호선,도시/광역철도,312,마두역,Madu,Madu,マドゥ,马头,馬 頭,없음,불가능,없음,없음,있음,있음,있음,상대식,126.777641,126.777641,,경기도 고양시 일산동구 중앙로 지하 1180,031) 901-7728,19960130,,1.4,0.9,20250609,,
코레일,3호선,도시/광역철도,313,백석(건강보험일산병원),Baekseok,Baekseok,ペクソク,白石,白石,백석(건강보험일산병원),불가능,,없음,없음,있음,있음,섬식,126.788109,37.642973,,경기도 고양시 일산동구 중앙로 1042 (백석동) 백석역,031-901-7721,1996-01-30,,2.5,1.4,20230505,,
코레일,3호선,도시/광역철도,316,원당역,Wondang,Wondang,ウォンダン,元堂,元堂,,불가능,,있음,없음,있음,없음,상대식,126.842891,37.653103,경기도 고양시 덕양구 성사동 410-7,경기도 고양시 덕양구 고양대로 1429,031-965-8747,19960130,,2.9,2.6,20250115,,
코레일,3호선,도시/광역철도,318,삼송(중부대학교),Samsong,Samsong,サムソン,三松,三松,삼송(중부대학교),불가능,,없음,있음,있음,없음,상대식,126.895559,37.653096,경기 고양시 덕양구 삼송동 18-5,경기도 고양시 덕양구 삼송로 지하 194 삼송역,(02) 371-0087,19960130,,1.7,2.1,20250114,,
코레일,4호선,도시/광역철도,435,선바위,Seonbawi,Seonbawi,ソンバウィ,立岩,선바위(한자가 없음),,불가능,,없음,있음,있음,없음,상대식,127.002164,37.451854,경기도 과천시 과천동 355,경기도 과천시 중앙로 440,02-502-7184,19940401,,0.9,1,20260123,,
코레일,4호선,도시/광역철도,441,평촌역,Pyeongchon,Pyeongchon,ピョンチョン,坪村,坪村,,불가능,,없음,없음,있음,있음,상대식,126.963881,37.394346,,경기도 안양시 동안구 부림로 지하 123,031-383-7788,19930115 ,,1.6,1.3,20260123,,
코레일,4호선,도시/광역철도,444,산본역(원광대산본병원),Sanbon ,Sanbon,サンボン,山本,山本,원광대산본병원,불가능,없음,있음,있음,있음,있음,쌈섬식(2폼4선식),126.925537,37.350297,경기도 군포시 산본동 1231번지,경기도 군포시 번영로 504 (산본동),031-391-7788,19881025,,2.3,1.1,20260123,,
코레일,4호선,도시/광역철도,448,상록수역,Sangnoksu,Sangnoksu,サンノクス,常绿树,常綠樹,안산대학교,불가능,,없음,없음,있음,있음,쌈섬식(2폼4선식),126.866533,37.302845,,경기도 안산시 상록구 상록구로 61,031-407-7788,19881025,,3.7,1.5,20260124,,
코레일,4호선,도시/광역철도,449,한대앞,Hanyang Univ. at Ansan,Hanyang Univ. at Ansan,ハンデアプ,汉阳大学(安山),漢大앞,,가능,"4호선, 수인분당선",있음,있음,있음,있음,섬식,126.853656,37.309685,경기도 안산시 상록구 이동 211-5,경기도 안산시 상록구 충장로 337,031-406-7788,19881025,,1.6,7.2,20260123,,
코레일,4호선,도시/광역철도,450,중앙역(서울예술대학교),Jungang,Jungang,チュンアン,中央,中央,서울예술대학교,가능,수인분당선,있음,없음,있음,있음,상대식,126.838532,37.316055,경기도 안산시 단원구 고잔동 167-378 중앙역,경기도 안산시 단원구 중앙대로 918,031-485-7788,20200912,,1.6,1.4,20260123,,
코레일,4호선,도시/광역철도,451,고잔역,Gojan,Gojan,コジャン,古栈,古棧,고대안산병원,불가능,,없음,없음,있음,있음,상대식,126.823094,37.316821,경기도 안산시 단원구 고잔동 453-67,경기도 안산시 단원구 중앙대로 784 ,(031) 482-7788,2020-09-12,,1.4,1.5,20260123,,
코레일,4호선,도시/광역철도,452,초지(신안산대학교),Choji,Choji,チョジ,草芝,草芝,신안산대학교,가능,"수인분당선, 서해선",없음,없음,있음,있음,상대식,126.806151,37.320583,경기도 안산시 단원구 초지동 25-1,경기도 안산시 단원구 중앙대로 620,031-480-2788,1994-01-10,,1.5,1.5,20260123,,
코레일,4호선,도시/광역철도,453,안산,Ansan,Ansan,アンサン,安山,安山,,가능,수인선,있음,있음,있음,있음,쌈섬식(2폼4선식),126.788748,37.327006,경기도 안산시 단원구 원곡동 377-2,경기도 안산시 단원구 중앙대로 462,031-491-7790,19940401,,1.8,2.2,20260124,,
코레일,4호선,도시/광역철도,454,신길온천,Singiloncheon,Silgiloncheon,シンギルオンチョン,新吉温泉,新吉溫泉,,가능,수인선,없음,없음,있음,있음,상대식,126.767306,37.337488,경기도 안산시 단원구 신길동 216-2,경기도 안산시 단원구 황고개로 2,031-491-7787,20000728,,2.2,2.9,20260123,,
코레일,4호선,도시/광역철도,455,정왕역,Jeongwang,Jeongwang,チョンワン,正往,正往,,가능,4호선,없음,없음,있음,없음,상대식,126.742844,37.351816,경기도 시흥시 정왕동 2324-2,경기도 시흥시 마유로 418번길 15,031-319-7787,20000728,,2.9,1.4,20260123,,
코레일,수인선,도시/광역철도,K0272,인천역,Incheon,Incheon,インチョン,仁川,仁川,,가능,1호선,있음,없음,있음,있음,섬식,126.617436,37.476364,인천광역시 중구 북성동 1가 3-1,인천광역시 중구 제물량로 269,031-8077-5271,20160227,,1.1,,20260123,,
코레일,1호선,도시/광역철도,K107,양주(경동대),Yangju,Yangju,ヤンジュ,杨州,楊州,경동대,불가능,,있음,없음,있음,있음,쌈섬식(2폼4선식),127.044719,37.774281,경기도 양주시 남방동 94-1,경기도 양주시 평화로 919,031-841-7787,20061225,,1.6,5.3,20220609,,
코레일,대경선,도시/광역철도,K110,구미,Gumi,,クミ,龟尾,,,불가능,,,,있음,없음,섬식,128.331071 ,36.128278 ,,경북 구미시 구미중앙로 76,,20241214,,0,4.6,20250108,,
코레일,동해선,도시/광역철도,K110,부전,Bujeon,Bujeon,ブジョン,釜田,釜田,,가능,부산교통공사 1호선,있음,있음,있음,없음,쌈섬식(2폼4선식),129.060072,35.16475,부전동 280-57,부산진구 부전로181,1544-7788,20161230,,2.5,2.3,20230501,,
코레일,동해선,도시/광역철도,K111,거제해맞이,Geojehaemaji,Geojehaemaji,コジェヘマジ,巨堤迎日,巨堤해맞이,,불가능,,없음,없음,있음,없음,쌍섬식(2홈4선식),129.069315,35.182197,부산광역시 연제구 거제동 676-1,부산광역시 연제구 거제대로 123,051-440-2234,20161230,해당없음,2.3,1,20230506,유실물 역무실에서 취급,
코레일,대경선,도시/광역철도,K111,사곡,Sagok,,サゴク,沙谷,,,불가능,,,,있음,없음,상대식,128.356757 ,36.098494 ,,경북 구미시 상사서로 173-16,,20241214,,4.6,14.7,20250108,,
코레일,경의중앙선,도시/광역철도,K111,이촌 ,Ichon,Ichon,イチョン,二村,二村,,가능,4호선,없음,없음,있음,있음,상대식,126.974722,37.522278,서울특별시 용산구 이촌1동 301-80,서울특별시 용산구 이촌로71길 42,02-798-3071,19781209,,1.9,1.7,20220609,,
코레일,동해선,도시/광역철도,K112,거제,Geoje,Geoje,コジェ,巨堤,巨堤,,가능,지하철 거제역 3호선,없음,있음,있음,없음,상대식,129.073904,35.188587,부산광역시 연제구 거제동 419-2,부산시 연제구 법원남로9번길 17,051-868-2657,2016-12-30,해당없음,1,0.7,20230502,유실물 역무실에서 취급,
코레일,경의중앙선,도시/광역철도,k112,서빙고역,Seobinggo,Seobinggoyeok,ソビンゴ,西氷库,西氷庫,,불가능,없음,없음,없음,있음,없음,섬식,126.99,37.52,,서울특별시 용산구 서빙고로 238,02-795-0778,1984,,1.5,2,20260122,,
코레일,대경선,도시/광역철도,K112,북삼,Buksam,,プクサム,北三,,,불가능,,,,있음,없음,상대식,128.345358,36.055838,,경북 칠곡군 북삼읍 금오대로 108,054-429-2172,20260228,,5.2,9.5,20260402,,
코레일,동해선,도시/광역철도,K113,교대역,Busan National University of Education,Busan Nat'l Univ. of Edu,キョデ,教大,敎大,-,가능,부산교통공사 1호선,없음,없음,있음,없음,상대식,127.0138,37.49298,부산광역시 연제구 거제동 42-3,부산광역시 연제구 중앙대로 1196,051-440-2240,20161229,-,0.7,1.2,20230505,유실물 역무실에서 취급,
코레일,대경선,도시/광역철도,K113,왜관,Waegwan,,ウェグァン,倭馆,,,불가능,,,,있음,없음,섬식,128.399974 ,35.992252 ,,경북 칠곡군 왜관읍 중앙로8길 10,,20241214,,14.7,22.9,20250108,,
코레일,경의중앙선,도시/광역철도,K113,한남,Hannam,Hannam,ハンナム,汉南,漢南,해당없음,불가능,해당없음,없음,있음,있음,있음,상대식,127.008984,37.529361,서울시 용산구 한남동,서울특별시 용산구 독서당로6길 12-13,02-798-5710,1980. 04. 01.,해당없음,1.9,1.6,20260122,,
코레일,동해선,도시/광역철도,K114,동래,Dongnae,Dongnae,トンネ,东莱,東萊,,가능,4호선,없음,없음,있음,없음,쌍섬식(2폼4선식),129.078502,35.205614,,부산광역시 동래구 낙민로 27,051-552-4520,2016-12-30,해당없음,1.2,0.9,20230505,유실물 역무실에서 취급,
코레일,경의중앙선,도시/광역철도,K114,옥수,Oksu,Oksu,オクス ,玉水,玉水,,가능,3호선,있음,없음,있음,있음,상대식,127.018522,37.540486,서울특별시 성동구 옥수동 168-1,서울특별시 성동구 동호로21,02-3395-7787,19851018,,1.6,1.8,20230503,,
코레일,대경선,도시/광역철도,K115,서대구,Seodaegu,,ソデグ,西大邱,,,불가능,,,,있음,없음,상대식,128.540120 ,35.881461 ,,대구광역시 서구 와룡로 527,,20241214,,22.9,4.2,20250108,,
코레일,동해선,도시/광역철도,K115,안락,Allrak,Allrak,アソうク,安泺,安樂,X,불가능,X,없음,없음,있음,없음,상대식,129.1011092,35.1958996,부산광역시 동래구 안락동201-2,부산광역시 동래구 안연로98번길57,051-522-4396,20161230,,0.9,1.3,20230502,,
코레일,경의중앙선,도시/광역철도,k115,응봉역,Eungbong,Eungbong,ウンボン,鹰峰,鷹峰,,불가능,,있음,있음,있음,있음,상대식,127.034824,37.550433,"서울특별시 성동구 응봉동 246 ",서울특별시 성동구 고산자로 123,(02) 2295-6319,19781209,,1.8,1.4,2023.12.15,,
코레일,동해선,도시/광역철도,K116,부산원동역,Busanwondong,Busanwondong,プサンウォンドン,釜山院洞,釜山院洞,,불가능,,없음,없음,있음,있음,상대식,128.920499,35.362703,부산광역시 동래구 안락동52-2,,051-522-7557,2020-03-28,해당없음,1.3,2.3,2023.05.08,,
코레일,대경선,도시/광역철도,K117,대구,Daegu,,テグ,大邱,,,가능,대구지하철 1호선,,,있음,없음,1섬1상대식,128.596210 ,35.875903 ,,대구 북구 태평로 161,,20241214,,4.2,3.2,20250108,,
코레일,동해선,도시/광역철도,K117,재송,Jaesong,Jaesong,チェソン,栽松,栽松,,불가능,,없음,없음,없음,없음,상대식,129.12,35.1885,,부산광역시 해운대구 해운대로 100,(051) 440-2262,2016-12-30,해당없음,1,1,20230509,유실물 역무실에서 취급,
코레일,대경선,도시/광역철도,K118,동대구,Dongdaegu,,トンデグ,东大邱 ,,,가능,대구지하철 1호선,있음,,있음,없음,1섬1상대식,128.628807 ,35.879376 ,,대구광역시 동구 동대구로 550,,20241214,,3.2,12.3,20250108,,
코레일,동해선,도시/광역철도,K118,센텀,Centum,Centum,センタム,,,,불가능,,없음,있음,있음,없음,쌍섬식(2홈4선식),129.131659,35.168921,부산시 해운대구 재송동 646-2,부산광역시 해운대구 해운대로 210,(051) 440-2264,2016-12-30,해당없음,1,1.4,20230504,유실물 역무실에서 취급,
코레일,대경선,도시/광역철도,K119,경산,Gyeongsan,,キョンサン,庆山 ,,,불가능,,,,있음,없음,상대식,128.727620 ,35.819361 ,,경북 경산시 중앙로 1,053-816-4973,20241214,,12.3,0,20250108,,
코레일,동해선,도시/광역철도,K119,벡스코,BEXCO,BEXCO,ベクスコ,삭제요청,삭제요청,,가능,부산 2호선,있음,없음,있음,있음,상대식,129.13868,35.16899,,부산광역시 해운대구 해운대로 351,1544-7788,20161230,,1.4,4.5,20230502,,
코레일,경의중앙선,도시/광역철도,K119,중랑역,Jungnang,Jungnang,チュンナン,中浪,中浪,,가능,경춘선,없음,없음,있음,없음,상대식,127.076152,37.594948,서울시 중랑구 중화동 73-7,"서울특별시 중랑구 중랑역로9  ",02-436-7785,2005.12.26,,0.8,1.8,20230505,,
코레일,경춘선,도시/광역철도,K119,중랑역,Jungnang,Jungnang,チュンナン,中浪,中浪,,가능,경춘선,없음,없음,있음,없음,상대식,127.076152,37.594948,서울시 중랑구 중화동 73-7,"서울특별시 중랑구 중랑역로9  ",02-436-7785,2005.12.26,,0.8,1.8,20230505,,
코레일,동해선,도시/광역철도,K120,신해운대,Sinhaeundae,Shin-haeundae,シンヘウンデ,新海云台,新海雲臺,,불가능,,없음,없음,있음,없음,쌍섬식(2홈4선식),129.176696,35.181832,,부산광역시 해운대구 장산로 427,051-747-7788,2016-12-30,해당없음,4.5,2.9,20230504,유실물 역무실에서 취급,
코레일,동해선,도시/광역철도,K121,송정,Songjeong,Songjeong,ソンジョン,松亭,松亭,,불가능,,없음,없음,있음,없음,쌍섬식(2홈4선식),126.791535,35.137559,부산시 해운대구 송정동120-1(송정역),부산광역시 해운대구 해운대로 1147,(051) 440-2273,2014-01-17,해당없음,2.9,1.1,20230505,유실물 역무실에서 취급,
코레일,동해선,도시/광역철도,K122,오시리아,OSIRIA,OSIRIA,オシリア,东釜山旅游区,,,불가능,,없음,없음,있음,있음,상대식,129.208291,35.196256,,부산광역시 기장군 기장읍 동부산관광5로 14,051-721-0659,20161230,,1.1,5.7,20230509,,
코레일,경의중앙선,도시/광역철도,K123,구리역,Guri,Guri,クリ,九里,九里,,가능,8호선,없음,없음,있음,있음,상대식,126.882037,37.503178,경기도 구리시 인창동 244-1,경기도 구리시 건원대로 34번길 32-29,031-552-7784,20051216,,3.2,1.7,20250110,,
코레일,동해선,도시/광역철도,K123,기장,Gijang,Gijang,キジャン,机张,機張,,불가능,,없음,없음,있음,없음,쌍섬식(2폼4선식),129.218551,35.243027,부산시 기장군 기장읍 대라리 4-1,부산광역시 기장군 기장읍 차성로288번길 86,(051) 440-2277,2016-12-30,해당없음,5.7,3,20230504,유실물 역무실에서 취급,
코레일,경의중앙선,도시/광역철도,K124,도농,Donong,Donong,トノン,陶农,陶農,,불가능,,없음,없음,있음,있음,섬식,127.161105,37.608756,경기도 남양주시 도농동 56-1,"경기도 남양주시 경춘로 433  ",(031) 563-7788,20051216,,1.7,3.7,20220609,,
코레일,동해선,도시/광역철도,K124,일광,Ilgwang,ilgwang,イルグァン,日光,日光,,불가능,,없음,있음,없음,있음,쌍섬식(2홈4선식),129.233307,35.265565,,부산광역시 기장군 일광읍 일광로 111-10,(051) 440-2280,2016-12-30,해당없음,3,5.3,2023.05.04,유실물 역무실에서 취급,
코레일,경의중앙선,도시/광역철도,K125,양정,Yangjeong,Yangjeong,ヤンジョン,养正,養正,,불가능,,없음,없음,있음,있음,상대식,127.194602,37.604269,경기도 남양주시 이패동 387번지,"경기도 남양주시 경강로 237  ",031-559-7786,2005.12.16,,3.7,2.3,20220619,,
코레일,동해선,도시/광역철도,K125,좌천역(원자력의학원),Jwacheon,Jwacheon,チャチョン,左川,左川,원자력의학원,불가능,해당없음,없음,없음,있음,있음,상대식,129.241097,35.311952,부산광역시 기장군 좌천리 239-4,부산광역시 기장군 장안읍 해맞이로2,052-226-6242,2021.12.28,,5.3,3.4,20230502,,
코레일,경의중앙선,도시/광역철도,K126,덕소역,Deokso,Deokso,トッソ,德沼,德沼,,불가능,,있음,없음,있음,있음,쌍섬식(2폼 4선식),127.209444,37.586389,,경기도 남양주시 와부읍 덕소로 56,031-577-7788,19390401,,2.3,1.5,20230507,,
코레일,동해선,도시/광역철도,K126,월내역,wollae,Wollae,ウォルネ,月内,月內,,불가능,,,없음,없음,있음,쌈섬식(2폼4선식),129.272625,35.328177,부산시 기장군 장안읍 월내리234-2,부산시 기장군 장안읍 해맞이로 351-31,052-226-6244,20211228,,3.5,2.6,20230502,,
코레일,경의중앙선,도시/광역철도,k127,도심역,Dosim,Dosim,トシム,陶深,陶深,,불가능,,없음,있음,있음,없음,상대식,127.222798,37.579628,경기도 남양주시 와부읍 도곡리 1024-34,경기도 남양주시 와부음 덕소로 237,031-521-8675,2007-12-27,,1.5,4.2,20220609,,
코레일,동해선,도시/광역철도,K127,서생,seosaeng,SEOSAENG,ソセン,西生,西生,,불가능,,없음,없음,있음,있음,상대식,129.293339,35.346035,울산광역시 울주군 서생면 화산리 1236-4,울산광역시 울주군 서생면 화산발리로 1,052-237-8311,20211228,,2.6,8.4,20220504,,
코레일,경의중앙선,도시/광역철도,k128,팔당역,Paldang ,Paldang ,パルタン,八堂,八堂,,불가능,,없음,있음,있음,없음,쌍섬식(2폼 4선식),127.243896,37.547321,경기도 남양주시 와부읍 팔당리 361,경기도 남양주시 와부읍 팔당로 107,031-576-2888,20071227,,4.2,6.4,2023.12.15,,
코레일,동해선,도시/광역철도,k129,망양역,Mangyang Station,,,,,,불가능,,있음,,있음,있음,쌈섬식(2폼4선식),129.287856,35.456533,,울산광역시 울주군 온양읍 남창로 911,052-226-6241,20211228,,4.4,4.5,20230507,,
코레일,경의중앙선,도시/광역철도,K129,운길산역,Ungilsan,Ungilsan,ウンギルサン,云吉山,雲吉山,,불가능,,없음,있음,있음,있음,쌍섬식(2폼 4선식),127.310089,37.554659,경기도 남양주시 조안면 진중리 200-4,경기도 남양주시 조안면 운길산로 20,031-577-7196,20081220,,6.4,1.9,20220609,,
코레일,동해선,도시/광역철도,K130,덕하역,Deokha ,,,,德下驛,없음,불가능,,있음,,있음,있음,쌈섬식(2폼4선식),129.29894,35.494007,,울산광역시 울주군 청량읍 덕하로 229,1544-7788,20211228,,4.5,2.4,20230504,,
코레일,경의중앙선,도시/광역철도,K130,양수역,Yangsu,Yangsu,ヤンス,两水,兩 水,,불가능,,없음,없음,있음,없음,쌈섬식(2폼4선식),127.328948,37.545998,,경기도 양평군 양서면 목왕로 55-10,031-772-6006,2008-12-20,,1.9,4.7,20220619,,
코레일,동해선,도시/광역철도,k131,개운포역,Gaeunpo Station,Gaeunpo yeok,ケウンポ,开云浦,開雲浦驛,,불가능,,없음,없음,있음,없음,상대식,129.321111,35.507778,,울산광역시 남구 산업로 133,052-276-5891,2021.12.28,,2.4,4.9,2023.5.3,,
코레일,경의중앙선,도시/광역철도,K133,아신,asin,asin,アシン,我新,我新,,불가능,,없음,없음,있음,있음,쌈섬식(2폼4선식),127.443238,37.513954,경기도 양평군 옥천면 아신역길 30 23  ,경기도 양평군 옥천면 아신역1길 23,031-771-7523,20091223,,4.1,2.8,20220621,,
코레일,경의중앙선,도시/광역철도,K134,오빈,Obin,Obin,オビン,梧滨,梧濱,,불가능,,없음,있음,있음,있음,상대식,127.474053,37.506061,경기도 양평군 양평읍 오빈리 238-41,경기도 양평군 양평읍 덕바위길 58,031-774-8873,20101221,,2.8,2.2,20220621,이상없음,
코레일,경의중앙선,도시/광역철도,k135,양평역,Yangpyeong,Yangpyeong,ヤンピョン,杨平,楊平,,불가능,,없음,없음,있음,없음,쌈섬식(2폼4선식),127.491858,37.492674,경기도 양평군 양평읍 양근리 130-37,경기도 양평군 양평읍 역전길 30,031-774-6841,20091223,,2.2,5.8,20220621,,
코레일,경의중앙선,도시/광역철도,K136,원덕,Wondeok,Wondeok,ウォンドク,元德,元德,,불가능,,없음,있음,있음,있음,섬식,127.547468,37.468585,경기도 양평군 양평읍 원덕리 139-4,경기도 양평군 양평읍 원덕흑천길 138,(031) 771-4196,2009-12-23,,5.8,4.8,2022-06-14,,
코레일,경의중앙선,도시/광역철도,K137,용문역,Yongmun,Yongmun,ヨンムン,龙门,龍門,,불가능,,없음,없음,있음,없음,섬식,127.594251,37.482085,경기도 양평군 용문면 다문리 736-13,경기도 양평군 용문면 용문역길 21,031-773-7788,20091223,,5.8,3.6,20220609,,
코레일,경의중앙선,도시/광역철도,K138,지평역,Jipyeong Station,Jipyeong Station,チピョン,砥平,砥平,,불가능,없음,없음,없음,있음,있음,쌍섬식(2폼4선식),127.629633,37.476849,,경기도 양평군 지평면 지평역길32,031-773-7010,20081109,,3.6,2.9,20240519,,
코레일,경의중앙선,도시/광역철도,K209,청량리역,Cheongnyangni,Cheongnyangni,チョンニャンニ,清凉里,淸凉里,해당없음,가능,1호선,있음,없음,있음,있음,1섬1상대식,127.046516,37.580543,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214 청량리역,02-966-2643,"1911.10.15
(2010.05.18. 청량리 민자역사 준공)",해당없음,2.4,1.4,20220609,,
코레일,경춘선,도시/광역철도,K209,청량리역,Cheongnyangni,Cheongnyangni,チョンニャンニ,清凉里,淸凉里,해당없음,가능,1호선,있음,없음,있음,있음,1섬1상대식,127.046516,37.580543,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214 청량리역,02-966-2643,"1911.10.15
(2010.05.18. 청량리 민자역사 준공)",해당없음,2.4,1.4,20220609,,
코레일,경의중앙선,도시/광역철도,k210,왕십리역,Wangsimni,Wangsimni,ワンシムニ,往十里,往十里,,가능,"2호선,5호선,수인분당선",있음,없음,있음,있음,섬식,127.035505,37.561128,,서울특별시 성동구 왕십리광장로 17,(02) 2291-7787,20121006,,1.4,1.8,20220620,,
코레일,분당선,도시/광역철도,k210,왕십리역,Wangsimni,Wangsimni,ワンシムニ,往十里,往十里,,가능,"2호선,5호선,경의중앙선",있음,없음,있음,있음,섬식,127.038794,37.560594,,서울특별시 성동구 왕십리광장로 18,(02) 2291-7787,20121006,,,,,,
코레일,분당선,도시/광역철도,k211,서울숲역(에스엠타운),Seoul Forest,Seoul Forest,ソウル林,首尔林,首爾林,에스엠타운,불가능,,있음,없음,있음,있음,상대식,127.04473,37.543652,서울시 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 지하 77,02-461-3919,20121006,,2.1,1.2,20230515,수정,
코레일,분당선,도시/광역철도,K212,압구정로데오,Apgujeong Rodeo,Apgujeongrodeo,アプクジョソロデオ,狎鸥亭罗德奥,狎鷗亭로데오,,불가능,,없음,없음,있음,있음,상대식,127.040555,37.527385,,서울시 강남구 압구정로 지하 402,02-3288-7744,20121006,,1.9,1.2,20220604,수정,
코레일,분당선,도시/광역철도,k213,강남구청역,Gangnam-gu Office Station,Gangnam-gucheong,カンナムグチョン,江南区厅,江南区厅,,가능,7호선,없음,없음,있음,있음,상대식,127.041475,37.516572,서울 강남구 삼성동 77-94,서울특별시 강남구 학동로 346,02-540-7750,20121006,,1.2,0.7,20220604,수정,
코레일,분당선,도시/광역철도,K214,선정릉역,Seonjeongneung,Seonjeongneung,ソンジョンヌン,宣靖陵,宣靖陵,,가능,9호선,없음,없음,있음,있음,상대식,127.043637,37.510875,서울시 강남구 삼성동 111-114 분당선 선정릉역,서울시 강남구 선릉로 지하580(삼성동 111-114),02-511-4761,20121006,,0.7,0.7,20231215,,
코레일,분당선,도시/광역철도,K215,선릉역,Seolleung,Seolleung,ソンルン,宣陵,宣陵,,가능,2호선,없음,없음,있음,있음,상대식,127.048881,37.504779,,서울특별시 강남구 테헤란로 지하340,02-568-7715,20030903,,0.7,1,20220601,,
코레일,분당선,도시/광역철도,k216,한티역,Hanti,Hanti,ハンティ,汉堤,汉堤,,불가능,,있음,없음,있음,있음,상대식,127.052883,37.496208,,서울특별시 강남구 선릉로 228 지하1층,02-569-9704,20030903,,1.1,1,20220610,,
코레일,분당선,도시/광역철도,k217,도곡역,Dogok,Dogok,トゴク,道谷,道谷,,가능,3호선,없음,없음,있음,없음,섬식,127.055393,37.490914,,"서울특별시 강남구 남부순환로 2814  ",(02) 576-2706,2003-09-03,,0.7,0.6,20220604,,
코레일,분당선,도시/광역철도,k218,구룡역,Guryong,Guryong,グリョン,九龙,九龙,,불가능,,없음,없음,있음,있음,상대식,127.059522,37.487028,서울 강남구 개포동 175-3,서울특별시 강남구 개포로 지하 403,02-579-7760,20040924,,0.6,0.7,20240518,수정,
코레일,분당선,도시/광역철도,K219,개포동,Gaepo-dong,Gaepodong,ケポドン,开浦洞,開浦洞,,불가능,,있음,없음,있음,있음,상대식,127.066028,37.488972,서울시 강남구 개포동 181-2,서울시 강남구 개포로 지하420,02-3412-4418,20030903,,0.7,0.6,20220603,수정,
코레일,분당선,도시/광역철도,k220,대모산입구,Daemosan,Daemosan,テモサンイック,大母山,大母山入口,,불가능,,없음,있음,있음,있음,상대식,127.07274,37.491422,서울시 강남구 일원동 700-1,서울시 강남구 개포로 522 ,02-3412-9471,2003.09.03,,0.6,3,20220614,,
코레일,분당선,도시/광역철도,k221,수서역,Suseo,Suseo,スソ,,水西,,가능,"3호선, GTX",있음,없음,있음,있음,상대식,127.101204,37.487694,서울시 강남구 수서동 728,서울특별시 강남구 광평로 지하270 지하1층(수서동),02-2226-6881,19940901,,3.2,1.8,20220614,수정,
코레일,분당선,도시/광역철도,k222,복정역,Bokjeong,Bokjeong,,福井,福井,동서울대,가능,8호선,없음,없음,있음,있음,섬식,127.126662,37.469748,서울시 송파구 장지동 600,"서울시 송파구 송파대로 6, 지하3층",02-449-8264,1996.11.23 영업시작,,3.2,2.4,20230515,,
